,Ceramide 2,Ceramide 3,Lactic Acid,PCA,Uric Acid,Urea,Melanin,Cholesterol
1,0.0,0.43476543548739394,0.2606778237502482,0.07812510937636866,0.0,0.07282923872100654,0.9628151204860739,0.008223557769881838
2,0.0,0.440422825630056,0.21381660710161327,0.05771259938672346,0.0,0.0566838490210343,0.983634961609764,0.008075489955584584
3,0.0,0.34957613605780713,0.08984629883574208,0.07294709255898978,0.0,0.03290041853006703,0.5281079936385508,0.0036400462125209007
4,0.0,0.3315156082174417,0.13661871217019425,0.07706439637348902,0.0,0.04064660826626652,3.206716251734831,0.005494903773063029
5,0.0,0.33696117892189703,0.09869494709109528,0.11184600944095859,0.0,0.04621952894178546,3.4813480100711733,0.006124517428824193
6,0.0,0.2924395229572784,0.055608523415098,0.11187994855637758,0.0,0.042842171862358044,5.430020668503581,0.0019113150809544465
7,0.0,0.3812724815415021,0.011447976752310742,0.13454132841151553,0.0,0.0677699724186552,10.093281294534423,0.0
8,0.0,0.268832693012685,0.065316887020357,0.17272224998438493,0.0,0.06320530664045129,8.565499020334213,0.004915515780933134
9,0.0,0.29293796667379635,0.06911742018374266,0.15130543062905172,0.0,0.053602331288754475,6.8270803001422395,0.0
10,0.0,0.30859947663333204,0.0600188226162056,0.17669380401641557,0.0,0.0603707620856637,5.122074423991448,0.0006097863805556247
11,0.0,0.28558341438763235,0.06832980734856132,0.1248202705659686,0.0,0.07017018885349097,6.039179363768898,0.0
12,0.0,0.28538678981053595,0.05508623581901925,0.12726866933278116,0.0,0.05087371741152751,1.98539665585228,0.0
13,,inf,inf,inf,inf,inf,inf,inf
14,0.0,0.7543965615864204,1.2508961040729887,0.2574804313128077,0.01651781325402383,0.1660628403536073,16.033466307282506,0.028113986241908823
