,Ceramide 2,Ceramide 3,Lactic Acid,PCA,Uric Acid,Urea,Melanin,Cholesterol
1,0.0,0.30076840207948424,0.48552787856821855,0.16820579053260096,0.019526123357548778,0.07929027413020269,4.844742570942777,0.013352810967618315
2,0.0,0.24420105272149906,0.2089789942750618,0.10953752155348163,0.010408495659080554,0.038325086280907056,0.0,0.0062088460097746755
3,0.0,0.1590088803276657,0.3228209990533977,0.10509334605406118,0.010382929382910395,0.05378850129072488,0.0,0.0049250698354465425
4,0.0,0.26236453177194985,0.23191443657288527,0.16236224261205903,0.014496288185244788,0.03998570624291745,0.23635118482616807,0.004983444446283704
5,0.0,0.1725576601082145,0.21412667586740267,0.10533081363452153,0.007831017520481227,0.04167475733488112,0.0,0.0
6,0.0,0.20453458733618973,0.2207397996463844,0.12465941750716313,0.008804312162430999,0.03513237476970653,3.5005821782372593,0.0
7,0.0,0.2050564646542515,0.22928230390872673,0.13121001180922684,0.00797958800485352,0.04080026018159037,3.880066895312676,0.0010259754886428924
8,0.0,0.166682910794959,0.18455146026706928,0.10901700563242941,0.005260036311256618,0.04470223518416627,2.7259872736453636,0.0
9,0.0,0.22713384660063962,0.23105411249333474,0.1623882201411162,0.0055331484654789825,0.05311689221466265,2.542100237053042,0.0
10,0.0,0.2067226998040154,0.09154870116276435,0.11437632570541442,0.0017932927110000886,0.04424512812007023,4.365167377089978,0.0
11,0.0,0.184197918097848,0.1197531833815341,0.155764484866753,0.0013100679272316934,0.05504217498742798,7.3590825584285335,0.0
12,0.0,0.36038637188481415,1.1508169258054821,2.1333415612533297,0.09777964066548475,0.212129077962337,38.385694128575885,0.0939780670508058
13,0.0,0.14818701284302602,0.13019048461407054,0.13670458735260935,0.0021223461564633893,0.008475981890419827,5.4768044963017335,0.0
14,0.0,0.19144565011986284,0.0,0.11896529909175037,0.0,0.02582959691788864,6.957733961590061,0.0
15,0.0,0.1542109325002179,0.14920094806643533,0.11151042162512216,0.0,0.04930212591072458,9.713147002695523,0.0
16,0.0,0.1933126985661582,0.09431399252071275,0.17056655055255665,0.001854601686020853,0.04803398537091663,11.198007165594733,0.0
