,Ceramide 2,Ceramide 3,Lactic Acid,PCA,Uric Acid,Urea,Melanin,Cholesterol
1,0.0,0.1949813255057526,0.022756260136581465,0.07901694656229283,0.0,0.027615866365141996,1.907702238746378,0.0
2,0.0,0.18996512639330249,0.0,0.08604637119619274,0.0,0.023519749345497887,2.535884228278958,0.0
3,0.0,0.18638740987864988,0.0,0.12294054918652249,0.0,0.027419606296124752,5.749220635359863,0.0
4,0.0,0.16012503167954795,0.006347284695434775,0.15119645029606116,0.0,0.046152231987102874,9.829837214420355,0.0
5,0.0,0.1270027532907021,0.006695368807695253,0.11426916626015518,0.0,0.023162056642733186,11.11466417233733,0.0
6,0.0,0.13006667923638385,0.0,0.14786214086596922,0.0005105450055720982,0.033204836744259156,13.539435121462796,0.0
7,0.0,0.09464348528164153,0.0,0.17145042085827464,0.0,0.060339876181851056,18.00053630295815,0.0
8,0.0,0.10165977084765168,0.01205268068315187,0.1907760282384891,0.0,0.08462619136677565,19.927158196981388,0.0
9,0.0,0.18737614061038207,0.06386366664255555,0.19991588863975154,0.0,0.07997585222188502,21.24956969331543,0.0
10,0.0,0.17299819498011612,0.017101706599617118,0.2434841251294592,0.0,0.06679004150175709,21.383506997723302,0.0
11,0.0,0.2153009645918187,0.08747051187165993,0.06037918501395227,0.0067563410077643455,0.006904097385181858,0.0,0.010349006142873044
12,0.0,0.1959193184463924,0.07270131031705283,0.04316148583115582,0.0,0.01756875269783803,0.0,0.0008491579377590891
